name,description,temp,tempf,humidity,visibility,windspeed,clouds,time,sunrise,sunset
Powys,moderate rain,7.13,2.74,92,10000,8.7,100,03-22-2023 20:30,06:12:07,18:28:18
Powys,moderate rain,6.94,2.5,92,10000,8.7,100,03-22-2023 21:00,06:12:07,18:28:18
Powys,moderate rain,6.97,2.14,87,10000,10.26,99,03-22-2023 21:30,06:12:07,18:28:18
Powys,moderate rain,6.93,2.08,87,10000,10.26,99,03-22-2023 22:00,06:12:07,18:28:18
Powys,overcast clouds,6.97,2.14,87,10000,10.26,99,03-22-2023 22:30,06:12:07,18:28:18
Powys,overcast clouds,6.2,1.19,89,10000,9.94,88,03-22-2023 23:00,06:12:07,18:28:18
Powys,overcast clouds,5.98,0.9,89,10000,9.94,88,03-22-2023 23:30,06:12:07,18:28:18
Powys,broken clouds,5.87,0.73,87,10000,10.06,82,03-22-2023 23:59,06:12:07,18:28:18
Powys,broken clouds,5.83,0.67,87,10000,10.06,82,03-23-2023 00:30,06:09:45,18:30:03
Powys,broken clouds,5.87,0.79,84,10000,9.82,80,03-23-2023 01:00,06:09:45,18:30:03
Powys,broken clouds,5.91,0.84,84,10000,9.82,80,03-23-2023 01:30,06:09:45,18:30:03
Powys,broken clouds,5.87,0.92,86,10000,9.32,73,03-23-2023 02:00,06:09:45,18:30:03
Powys,broken clouds,5.86,0.91,86,10000,9.32,73,03-23-2023 02:29,06:09:45,18:30:03
Powys,light rain,5.93,0.75,84,10000,10.3,69,03-23-2023 02:59,06:09:45,18:30:03
Powys,light rain,5.98,0.81,84,10000,10.3,69,03-23-2023 03:30,06:09:45,18:30:03
Powys,broken clouds,6.03,0.92,81,10000,10.14,72,03-23-2023 04:00,06:09:45,18:30:03
Powys,broken clouds,5.99,0.97,79,10000,9.74,72,03-23-2023 04:30,06:09:45,18:30:03
Powys,broken clouds,6.46,1.59,79,10000,9.74,72,03-23-2023 04:59,06:09:45,18:30:03
Powys,light rain,6.3,1.38,79,10000,9.74,72,03-23-2023 05:29,06:09:45,18:30:03
Powys,broken clouds,6.37,1.46,78,10000,9.79,73,03-23-2023 05:59,06:09:45,18:30:03
Powys,moderate rain,6.34,1.46,78,10000,9.61,90,03-23-2023 06:30,06:09:45,18:30:03
Powys,light rain,6.26,1.35,79,10000,9.66,99,03-23-2023 07:00,06:09:45,18:30:03
Powys,overcast clouds,6.42,1.7,84,10000,9.12,100,03-23-2023 07:30,06:09:45,18:30:03
Powys,overcast clouds,7.02,2.49,84,10000,9.12,100,03-23-2023 08:00,06:09:45,18:30:03
Powys,overcast clouds,7.57,3.09,83,10000,9.6,99,03-23-2023 08:30,06:09:45,18:30:03
Powys,overcast clouds,7.85,3.46,83,10000,9.6,99,03-23-2023 09:00,06:09:45,18:30:03
Powys,overcast clouds,8.77,4.72,83,10000,9.39,99,03-23-2023 09:30,06:09:45,18:30:03
Powys,overcast clouds,8.96,4.97,83,10000,9.39,99,03-23-2023 10:00,06:09:45,18:30:03
Powys,light rain,9.13,5.26,85,10000,9.13,99,03-23-2023 10:30,06:09:45,18:30:03
Powys,overcast clouds,9.48,5.72,85,10000,9.13,99,03-23-2023 11:00,06:09:45,18:30:03
Powys,overcast clouds,9.45,5.61,80,10000,9.42,95,03-23-2023 11:30,06:09:45,18:30:03
Powys,moderate rain,10.06,9.16,78,10000,9.82,89,03-23-2023 12:00,06:09:45,18:30:03
Powys,light rain,10.51,9.57,75,10000,9.44,8,03-23-2023 12:30,06:09:45,18:30:03
Powys,clear sky,10.7,9.78,75,10000,9.44,8,03-23-2023 12:59,06:09:45,18:30:03
Powys,clear sky,11.61,10.78,75,10000,9.44,8,03-23-2023 13:30,06:09:45,18:30:03
Powys,scattered clouds,11.54,10.73,76,10000,9.45,38,03-23-2023 14:00,06:09:45,18:30:03
Powys,light rain,11.46,10.65,76,10000,9.45,38,03-23-2023 14:30,06:09:45,18:30:03
Powys,light rain,10.91,10.12,79,10000,8.56,59,03-23-2023 15:00,06:09:45,18:30:03
Powys,broken clouds,10.47,9.64,79,10000,8.56,59,03-23-2023 15:30,06:09:45,18:30:03
Powys,light rain,10.27,9.52,83,10000,8.27,69,03-23-2023 16:00,06:09:45,18:30:03
Powys,broken clouds,9.72,6.45,86,10000,7.45,75,03-23-2023 16:30,06:09:45,18:30:03
Powys,broken clouds,8.69,5.12,86,10000,7.45,75,03-23-2023 17:00,06:09:45,18:30:03
Powys,broken clouds,8.6,5.24,87,10000,6.69,79,03-23-2023 17:30,06:09:45,18:30:03
Powys,overcast clouds,8.05,4.38,88,10000,7.17,90,03-23-2023 17:59,06:09:45,18:30:03
Powys,light rain,7.98,4.29,88,10000,7.17,90,03-23-2023 18:29,06:09:45,18:30:03
Powys,overcast clouds,7.53,3.77,85,10000,6.99,99,03-23-2023 19:00,06:09:45,18:30:03
Powys,overcast clouds,7.53,3.77,85,10000,6.99,99,03-23-2023 19:29,06:09:45,18:30:03
Powys,broken clouds,7.48,3.54,84,10000,7.53,82,03-23-2023 20:00,06:09:45,18:30:03
Powys,light rain,7.45,3.5,84,10000,7.53,82,03-23-2023 20:29,06:09:45,18:30:03
Powys,light rain,7.45,3.05,81,10000,9.14,83,03-23-2023 21:00,06:09:45,18:30:03
Powys,overcast clouds,7.45,2.81,78,10000,10.1,87,03-23-2023 21:30,06:09:45,18:30:03
Powys,light rain,7.06,2.29,78,10000,10.1,87,03-23-2023 22:00,06:09:45,18:30:03
Powys,overcast clouds,7.1,2.5,82,10000,9.49,88,03-23-2023 22:30,06:09:45,18:30:03
Powys,overcast clouds,6.71,1.98,82,10000,9.49,88,03-23-2023 23:00,06:09:45,18:30:03
Powys,light rain,5.8,0.89,86,10000,9.09,79,03-23-2023 23:30,06:09:45,18:30:03
Powys,broken clouds,5.8,1.06,90,10000,8.49,69,03-24-2023 00:00,06:07:23,18:31:47
Powys,broken clouds,5.48,0.65,90,10000,8.49,69,03-24-2023 00:30,06:07:23,18:31:47
Powys,scattered clouds,5.76,1.08,88,10000,8.28,31,03-24-2023 01:00,06:07:23,18:31:47
Powys,scattered clouds,5.71,1.01,88,10000,8.28,31,03-24-2023 01:30,06:07:23,18:31:47
Powys,scattered clouds,5.71,1.04,88,10000,8.17,26,03-24-2023 01:59,06:07:23,18:31:47
Powys,few clouds,5.71,0.98,89,10000,8.37,24,03-24-2023 02:30,06:07:23,18:31:47
Powys,few clouds,5.82,1.13,89,10000,8.37,24,03-24-2023 03:00,06:07:23,18:31:47
Powys,light rain,5.82,1.13,89,10000,8.37,24,03-24-2023 03:29,06:07:23,18:31:47
Powys,moderate rain,6.21,1.5,85,10000,8.84,30,03-24-2023 04:00,06:07:23,18:31:47
Powys,light rain,5.1,0.05,85,10000,8.84,30,03-24-2023 04:30,06:07:23,18:31:47
Powys,light rain,5.46,0.42,83,10000,9.19,36,03-24-2023 05:00,06:07:23,18:31:47
Powys,scattered clouds,5.95,1.06,83,10000,9.19,36,03-24-2023 05:29,06:07:23,18:31:47
Powys,few clouds,5.92,1.07,87,10000,9.01,22,03-24-2023 05:59,06:07:23,18:31:47
Powys,few clouds,6.5,1.83,87,10000,9.01,22,03-24-2023 06:29,06:07:23,18:31:47
Powys,light rain,6.5,1.84,87,10000,8.97,57,03-24-2023 07:00,06:07:23,18:31:47
Powys,broken clouds,6.74,2.16,87,10000,8.97,57,03-24-2023 07:30,06:07:23,18:31:47
Powys,broken clouds,6.72,2.03,84,10000,9.34,62,03-24-2023 07:59,06:07:23,18:31:47
Powys,broken clouds,7.68,3.3,84,10000,9.34,62,03-24-2023 08:29,06:07:23,18:31:47
Powys,broken clouds,8.2,3.84,80,10000,9.94,61,03-24-2023 08:59,06:07:23,18:31:47
Powys,light rain,8.77,4.6,80,10000,9.94,61,03-24-2023 09:29,06:07:23,18:31:47
Powys,light rain,9.28,5.23,78,10000,10.12,64,03-24-2023 09:59,06:07:23,18:31:47
Powys,light rain,9.44,5.44,78,10000,10.12,64,03-24-2023 10:29,06:07:23,18:31:47
Powys,light rain,8.78,4.49,77,10000,10.5,66,03-24-2023 11:00,06:07:23,18:31:47
Powys,broken clouds,8.19,3.7,77,10000,10.5,66,03-24-2023 11:29,06:07:23,18:31:47
Powys,light rain,8.69,4.31,79,10000,10.74,68,03-24-2023 11:59,06:07:23,18:31:47
Powys,light rain,9.53,5.43,79,10000,10.74,68,03-24-2023 12:29,06:07:23,18:31:47
Powys,light rain,8.64,4.17,77,10000,11.09,69,03-24-2023 12:59,06:07:23,18:31:47
Powys,light rain,9.41,5.2,77,10000,11.09,69,03-24-2023 13:29,06:07:23,18:31:47
Powys,light rain,9.43,5.25,76,10000,10.99,69,03-24-2023 13:59,06:07:23,18:31:47
Powys,light rain,10.28,9.35,76,10000,10.99,69,03-24-2023 14:29,06:07:23,18:31:47
Powys,moderate rain,9.82,5.8,78,10000,10.82,70,03-24-2023 14:59,06:07:23,18:31:47
Powys,broken clouds,9.74,5.7,78,10000,10.82,70,03-24-2023 15:29,06:07:23,18:31:47
Powys,broken clouds,9.12,4.81,77,10000,11.1,70,03-24-2023 15:59,06:07:23,18:31:47
Powys,broken clouds,8.56,4.07,77,10000,11.1,70,03-24-2023 16:29,06:07:23,18:31:47
Powys,broken clouds,8.48,3.99,77,10000,10.93,75,03-24-2023 16:59,06:07:23,18:31:47
Powys,broken clouds,8.09,3.47,77,10000,10.93,75,03-24-2023 17:29,06:07:23,18:31:47
Powys,moderate rain,8.17,3.62,83,10000,10.75,74,03-24-2023 17:59,06:07:23,18:31:47
Powys,broken clouds,7.6,2.86,83,10000,10.75,74,03-24-2023 18:29,06:07:23,18:31:47
Powys,broken clouds,7.6,2.78,80,10000,11.12,75,03-24-2023 18:59,06:07:23,18:31:47
Powys,broken clouds,7.17,2.2,80,10000,11.12,75,03-24-2023 19:29,06:07:23,18:31:47
Powys,overcast clouds,7.1,2.16,82,10000,10.92,87,03-24-2023 19:59,06:07:23,18:31:47
Powys,overcast clouds,6.98,2,82,10000,10.92,87,03-24-2023 20:29,06:07:23,18:31:47
Powys,overcast clouds,7.02,1.91,81,10000,11.54,91,03-24-2023 20:59,06:07:23,18:31:47
Powys,overcast clouds,7.02,1.91,81,10000,11.54,91,03-24-2023 21:29,06:07:23,18:31:47
Powys,moderate rain,6.94,1.76,86,10000,11.75,82,03-24-2023 21:59,06:07:23,18:31:47
Powys,light rain,6.55,1.24,86,10000,11.75,82,03-24-2023 22:29,06:07:23,18:31:47
Powys,moderate rain,6.5,1.14,87,10000,11.9,84,03-24-2023 22:59,06:07:23,18:31:47
Powys,light rain,6.11,0.61,87,10000,11.9,84,03-24-2023 23:29,06:07:23,18:31:47
Powys,light rain,6.54,1.26,89,10000,11.59,92,03-24-2023 23:59,06:07:23,18:31:47
Powys,overcast clouds,6.58,1.31,89,10000,11.59,92,03-25-2023 00:29,06:05:01,18:33:31
Powys,overcast clouds,6.66,1.28,86,10000,12.23,100,03-25-2023 00:59,06:05:01,18:33:31
Powys,light rain,6.49,1.05,86,10000,12.23,100,03-25-2023 01:29,06:05:01,18:33:31
Powys,light rain,6.54,1.14,88,10000,12.15,100,03-25-2023 01:59,06:05:01,18:33:31
Powys,light rain,6.5,1.08,88,10000,12.15,100,03-25-2023 02:29,06:05:01,18:33:31
Powys,overcast clouds,6.5,1.14,85,10000,11.89,98,03-25-2023 02:59,06:05:01,18:33:31
Powys,overcast clouds,6.46,1.08,85,10000,11.89,98,03-25-2023 03:29,06:05:01,18:33:31
Powys,light rain,6.86,1.85,90,10000,10.85,93,03-25-2023 03:59,06:05:01,18:33:31
Powys,moderate rain,6.51,1.38,90,10000,10.85,93,03-25-2023 04:29,06:05:01,18:33:31
Powys,moderate rain,6.46,1.29,90,10000,10.95,94,03-25-2023 04:59,06:05:01,18:33:31
Powys,light rain,6.46,1.29,90,10000,10.95,94,03-25-2023 05:29,06:05:01,18:33:31
Powys,moderate rain,6.51,1.45,89,10000,10.56,90,03-25-2023 05:59,06:05:01,18:33:31
Powys,light rain,5.95,0.79,90,10000,10.24,100,03-25-2023 06:30,06:05:01,18:33:31
Powys,broken clouds,8.97,5.08,81,10000,9.01,79,03-25-2023 11:30,06:05:01,18:33:31
Powys,broken clouds,9.94,6.54,73,10000,8.21,61,03-25-2023 13:30,06:05:01,18:33:31
Powys,scattered clouds,9.98,6.77,69,10000,7.54,47,03-25-2023 14:00,06:05:01,18:33:31
Powys,broken clouds,10.44,9.34,69,10000,7.37,51,03-25-2023 14:30,06:05:01,18:33:31
Powys,broken clouds,10.16,9.03,69,10000,7.37,51,03-25-2023 15:00,06:05:01,18:33:31
Powys,broken clouds,10,7.23,73,10000,6.03,60,03-25-2023 15:30,06:05:01,18:33:31
Powys,broken clouds,10.44,9.45,73,10000,6.03,60,03-25-2023 16:00,06:05:01,18:33:31
Powys,light rain,9.95,7.17,73,10000,6.03,60,03-25-2023 16:30,06:05:01,18:33:31
Powys,broken clouds,9.83,7.65,80,10000,4.33,68,03-25-2023 17:00,06:05:01,18:33:31
Powys,broken clouds,9.35,7.05,80,10000,4.33,68,03-25-2023 17:30,06:05:01,18:33:31
Powys,broken clouds,9.19,7.38,86,10000,3.28,73,03-25-2023 18:00,06:05:01,18:33:31
Powys,broken clouds,8.64,6.63,85,10000,3.43,72,03-25-2023 18:29,06:05:01,18:33:31
Powys,overcast clouds,6.99,5.49,92,10000,2.22,100,03-25-2023 18:59,06:05:01,18:33:31
Powys,overcast clouds,6.46,4.87,92,10000,2.22,100,03-25-2023 19:29,06:05:01,18:33:31
Powys,overcast clouds,5.54,3.96,93,10000,2.04,100,03-25-2023 19:59,06:05:01,18:33:31
Powys,light rain,6.02,4.52,93,10000,2.04,100,03-25-2023 20:29,06:05:01,18:33:31
Powys,light rain,6.22,4.85,92,10000,1.94,100,03-25-2023 21:00,06:05:01,18:33:31
Powys,overcast clouds,3.28,1.43,92,10000,1.94,100,03-25-2023 21:29,06:05:01,18:33:31
Powys,overcast clouds,6.97,5.92,92,10000,1.74,100,03-25-2023 21:59,06:05:01,18:33:31
Powys,overcast clouds,6.93,5.88,92,10000,1.74,100,03-25-2023 22:29,06:05:01,18:33:31
Powys,overcast clouds,6.89,5.76,93,10000,1.81,100,03-25-2023 22:59,06:05:01,18:33:31
Powys,overcast clouds,6.5,5.31,93,10000,1.81,100,03-25-2023 23:29,06:05:01,18:33:31
Powys,overcast clouds,6.45,4.93,95,10000,2.13,100,03-25-2023 23:59,06:05:01,18:33:31
Powys,overcast clouds,6.86,5.41,95,10000,2.13,100,03-26-2023 00:29,06:02:40,18:35:14
Powys,overcast clouds,6.84,5.18,96,10000,2.37,100,03-26-2023 00:59,06:02:40,18:35:14
Powys,overcast clouds,6.84,5.18,96,10000,2.37,100,03-26-2023 00:59,06:02:40,18:35:14
Powys,overcast clouds,6.86,5.21,96,10000,2.37,100,03-26-2023 00:29,05:02:40,17:35:14
Powys,overcast clouds,6.46,4.73,97,10000,2.38,100,03-26-2023 00:59,05:02:40,17:35:14
Powys,overcast clouds,6.38,4.63,97,10000,2.38,100,03-26-2023 01:29,05:02:40,17:35:14
Powys,overcast clouds,6.38,4.26,97,10000,2.86,100,03-26-2023 01:59,05:02:40,17:35:14
Powys,light rain,6.34,4.21,97,10000,2.86,100,03-26-2023 02:29,05:02:40,17:35:14
Powys,light rain,6.22,3.73,97,10000,3.36,100,03-26-2023 02:59,05:02:40,17:35:14
Powys,light rain,6.22,3.73,97,10000,3.36,100,03-26-2023 03:29,05:02:40,17:35:14
Powys,overcast clouds,5.75,3.13,97,10000,3.42,100,03-26-2023 03:59,05:02:40,17:35:14
Powys,light rain,5.71,3.08,97,10000,3.42,100,03-26-2023 04:29,05:02:40,17:35:14
Powys,light rain,5.71,2.98,98,9796,3.58,100,03-26-2023 04:59,05:02:40,17:35:14
Powys,light rain,5.58,2.82,98,9796,3.58,100,03-26-2023 05:29,05:02:40,17:35:14
Powys,overcast clouds,5.23,2.19,98,3345,3.91,100,03-26-2023 05:59,05:02:40,17:35:14
Powys,overcast clouds,5.23,1.44,97,160,5.4,100,03-26-2023 06:30,05:02:40,17:35:14
Powys,light rain,5.23,1.44,97,160,5.4,100,03-26-2023 07:00,05:02:40,17:35:14
Powys,overcast clouds,5.1,1.08,96,6059,5.87,100,03-26-2023 07:30,05:02:40,17:35:14
Powys,overcast clouds,4.7,0.57,96,6059,5.87,100,03-26-2023 08:00,05:02:40,17:35:14
Powys,overcast clouds,4.28,0.04,96,6059,5.87,100,03-26-2023 08:30,05:02:40,17:35:14
Powys,overcast clouds,4.28,0.14,93,10000,5.64,100,03-26-2023 09:00,05:02:40,17:35:14
Powys,overcast clouds,4.32,0.32,89,10000,5.35,100,03-26-2023 09:30,05:02:40,17:35:14
Powys,overcast clouds,4.81,0.94,89,10000,5.35,100,03-26-2023 10:00,05:02:40,17:35:14
Powys,overcast clouds,4.94,0.95,81,10000,5.68,100,03-26-2023 10:30,05:02:40,17:35:14
Powys,overcast clouds,5.43,2.18,85,10000,4.39,100,03-26-2023 11:00,05:02:40,17:35:14
Powys,overcast clouds,5.95,2.66,77,10000,4.71,100,03-26-2023 11:30,05:02:40,17:35:14
Powys,overcast clouds,5.95,2.66,77,10000,4.71,100,03-26-2023 12:00,05:02:40,17:35:14
Powys,overcast clouds,6.02,2.75,77,10000,4.71,100,03-26-2023 12:30,05:02:40,17:35:14
Powys,overcast clouds,6.45,3.48,74,10000,4.3,100,03-26-2023 12:59,05:02:40,17:35:14
Powys,overcast clouds,6.57,3.63,74,10000,4.3,100,03-26-2023 13:29,05:02:40,17:35:14
Powys,overcast clouds,6.5,3.66,78,10000,4.08,100,03-26-2023 13:59,05:02:40,17:35:14
Powys,overcast clouds,6.59,3.77,78,10000,4.08,100,03-26-2023 14:30,05:02:40,17:35:14
Powys,overcast clouds,6.59,4.11,86,10000,3.48,100,03-26-2023 14:59,05:02:40,17:35:14
Powys,overcast clouds,7.09,4.72,86,10000,3.48,100,03-26-2023 15:29,05:02:40,17:35:14
Powys,overcast clouds,7.05,5.25,90,10000,2.6,100,03-26-2023 16:00,05:02:40,17:35:14
Powys,overcast clouds,7.02,5.22,90,10000,2.6,100,03-26-2023 16:29,05:02:40,17:35:14
Powys,overcast clouds,6.49,4.59,89,10000,2.6,100,03-26-2023 16:59,05:02:40,17:35:14
Powys,overcast clouds,5.95,3.95,89,10000,2.6,100,03-26-2023 17:29,05:02:40,17:35:14
Powys,overcast clouds,5.95,3.87,92,10000,2.7,99,03-26-2023 17:59,05:02:40,17:35:14
Powys,overcast clouds,4.27,3.11,94,10000,1.5,96,03-26-2023 19:59,05:02:40,17:35:14
